#Constant Temperature fit results; RIPL III discrete level library; March 2020 
#  Z   A El         T        dT        U0       dU0NlevNmax  N0  Nc     Umax       Uc     Chi Fit Flag NoX  Xm  EX   sigma
#               [MeV]     [MeV]     [MeV]     [MeV]                    [MeV]    [MeV]                         [MeV]     
#-------------------------------------------------------------------------------------------------------------------------
  78 193 Pt   0.42936   0.02351  -0.80727   0.07779  89  37  20   4  0.75500  0.11416  6.741E-03 *     0             2.947
  78 194 Pt   0.44393   0.02375   0.36029   0.07772 150  59   7   7  2.16600  1.26717  7.831E-03 *     0             2.909
  78 195 Pt   0.46126   0.02409  -0.83117   0.07880  92  36  19  11  0.82179  0.43198  9.570E-03 *     0             2.998
  78 196 Pt   0.48147   0.02481   0.23222   0.08574 143  75   7  11  2.30923  1.40273  7.336E-03 *     0             3.136
  78 197 Pt   0.50471   0.02632  -0.81271   0.07649  82  28  12   5  0.89480  0.13098  1.587E-02 *     0             2.638
  78 198 Pt   0.53110   0.02903   0.12960   0.08138  70  31   7   5  1.94900  0.98507  9.997E-03 *     0             2.704
  78 199 Pt   0.56070   0.03324  -0.68770   0.09022  64  36   7   1  1.82300  0.00000  7.293E-02 * F   0             2.148
  78 200 Pt   0.59347   0.03902   0.24052   0.10563  39  27   7   2  2.16800  0.47010  5.790E-02   F   0             2.590
  78 201 Pt   0.62916   0.04614   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  78 202 Pt   0.66728   0.05407   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  78 203 Pt   0.70688   0.06198   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  78 204 Pt   0.74649   0.06868   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  78 205 Pt   0.78430   0.07310   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  78 206 Pt   0.81877   0.07521   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  78 207 Pt   0.84835   0.07593   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  78 208 Pt   0.87149   0.07708   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  79 169 Au   0.48351   0.02468   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  79 170 Au   0.48431   0.02384   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  79 171 Au   0.48249   0.02335   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  79 172 Au   0.47846   0.02339   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  79 173 Au   0.47264   0.02393   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  79 174 Au   0.46549   0.02475   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  79 175 Au   0.45746   0.02557   0.00000   1.00000  13   1   1   1  0.00000  0.00000                  0             0.000
  79 176 Au   0.44898   0.02614  -0.52799   0.05401  28   9   7   1  0.43460  0.00000  7.011E-02   F   0             0.000
  79 177 Au   0.44041   0.02627   0.30979   0.07186  27  17  14   1  1.57740  0.00000  5.586E-02   F   0             5.053
  79 178 Au   0.43209   0.02584   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  79 179 Au   0.42428   0.02485   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  79 180 Au   0.41711   0.02349   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  79 181 Au   0.41067   0.02195   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  79 182 Au   0.40505   0.02045   0.00000   1.00000  14   1   1   1  0.00000  0.00000                  0             0.000
  79 183 Au   0.40032   0.01919  -0.76280   0.05128  71  15  14   1  0.31794  0.00000  2.064E-02       0             2.799
  79 184 Au   0.39658   0.01833  -0.70056   0.04623  61  23   7   2  0.49091  0.06846  2.415E-01   F   0             3.046
  79 185 Au   0.39391   0.01797  -0.78306   0.04967  93  18  14   1  0.33030  0.00000  1.003E-01   F   0             2.717
  79 186 Au   0.39242   0.01813  -0.57055   0.04610  39  22   7   3  0.61190  0.11394  2.105E-01   F   0             1.321
  79 187 Au   0.39223   0.01873  -0.61720   0.06042 312  42  14   3  0.84011  0.12033  6.211E-02   F   0             3.184
  79 188 Au   0.39348   0.01964  -0.54344   0.04044  21   9   7   1  0.30489  0.00000  9.241E-02   F   0             0.000
  79 189 Au   0.39637   0.02069  -0.37138   0.06173 248  27  14  10  0.91101  0.51235  5.733E-02   F   0             3.001
  79 190 Au   0.40112   0.02172  -0.56908   0.05003  47  15   7   1  0.48210  0.00000  1.519E-01   F   0             3.373
  79 191 Au   0.40804   0.02257  -0.20905   0.06108 138  16  14   1  0.91150  0.00000  2.582E-02       0             3.396
  79 192 Au   0.41742   0.02316  -0.73612   0.05464  40  17   7   3  0.43659  0.07261  2.392E-01   F   0             3.277
  79 193 Au   0.42936   0.02351  -0.25280   0.06130 114  25   7   1  1.19431  0.00000  3.089E-02 *     0             3.277
  79 194 Au   0.44393   0.02375  -0.47757   0.05240  25  12   7   1  0.61880  0.00000  5.676E-02   F   0             5.683
  79 195 Au   0.46126   0.02409  -0.26166   0.07054  58  42   7   5  1.60557  0.31858  2.773E-02 *     0             3.371
  79 196 Au   0.48147   0.02481  -1.29567   0.10220 232 173  14   2  1.17540  0.00648  2.182E-02 *     0             3.071
  79 197 Au   0.50471   0.02632  -0.32056   0.06953  48  27   7   7  1.48800  0.54750  3.517E-02 *     0             2.712
  79 198 Au   0.53110   0.02903  -1.22798   0.10818 173 100  14  13  1.20937  0.34691  1.412E-02 *     0             2.241
  79 199 Au   0.56070   0.03324  -0.34449   0.09169  60  33   7   4  1.80100  0.32365  3.293E-02 *     0             2.440
  79 200 Au   0.59347   0.03902   0.00000   1.00000  12   1   1   1  0.00000  0.00000                  0             0.000
  79 201 Au   0.62916   0.04614  -0.05686   0.12618  21  17  14   3  1.76000  0.35900  4.942E-02       0             2.253
  79 202 Au   0.66728   0.05407   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  79 203 Au   0.70688   0.06198   0.00000   1.00000  13   1   1   5  0.00000  0.77400                  0             0.000
  79 204 Au   0.74649   0.06868   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  79 205 Au   0.78430   0.07310   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  79 206 Au   0.81877   0.07521   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  79 207 Au   0.84835   0.07593   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  79 208 Au   0.87149   0.07708   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  79 209 Au   0.88680   0.08075   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  79 210 Au   0.89325   0.08796   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  80 171 Hg   0.48249   0.02335   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  80 172 Hg   0.47846   0.02339   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  80 173 Hg   0.47264   0.02393   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  80 174 Hg   0.46549   0.02475   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  80 175 Hg   0.45746   0.02557   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  80 176 Hg   0.44898   0.02614   0.00000   1.00000   8   1   1   4  0.00000  1.92070                  0             0.000
  80 177 Hg   0.44041   0.02627   0.00000   1.00000  12   1   1   1  0.00000  0.00000                  0             0.000
  80 178 Hg   0.43209   0.02584   0.92704   0.05195  25   8   7   4  1.85140  1.34690  6.128E-02   F   0             0.000
  80 179 Hg   0.42428   0.02485  -0.47293   0.05114  43   9   7   1  0.47616  0.00000  9.939E-02   F   0             0.000
  80 180 Hg   0.41711   0.02349   0.28483   0.04992  48  10   7   6  1.22377  1.03221  4.089E-02       0             2.368
  80 181 Hg   0.41067   0.02195  -0.42771   0.04489  24   9   7   2  0.53520  0.06400  3.916E-01   F   0             0.000
  80 182 Hg   0.40505   0.02045   0.42393   0.04337  44  10   7   1  1.38490  0.00000  1.398E-01   F   0             3.148
  80 183 Hg   0.40032   0.01919  -0.52041   0.03862  41   8   7   3  0.28590  0.08680  1.725E-01   F   0             0.000
  80 184 Hg   0.39658   0.01833   0.24117   0.03683  79   8   7   5  1.08656  0.65377  6.939E-02   F   0             0.000
  80 185 Hg   0.39391   0.01797  -0.54418   0.03694  51   9   7   2  0.32950  0.02610  4.940E-02       0             0.000
  80 186 Hg   0.39242   0.01813   0.34868   0.03752  90   9   7   8  1.22840  1.16478  3.920E-02       0             0.000
  80 187 Hg   0.39223   0.01873  -0.24622   0.03759  35   8   7   2  0.59460  0.05900  1.129E-01   F   0             0.000
  80 188 Hg   0.39348   0.01964   0.57834   0.04057  84   9   7   6  1.50918  1.20792  2.131E-01   F   0             0.000
  80 189 Hg   0.39637   0.02069   0.35186   0.04159  64   8   7   1  1.19026  0.00000  4.557E-02       0             0.000
  80 190 Hg   0.40112   0.02172   0.80650   0.04367 131   8   7   7  1.65707  1.57142  4.452E-02       0             0.000
  80 191 Hg   0.40804   0.02257  -0.45933   0.05448 144  18   7   1  0.71660  0.00000  1.098E-01   F   0             3.364
  80 192 Hg   0.41742   0.02316   0.93306   0.05268 105  13   7   3  1.98690  1.05758  6.352E-02   F   0             3.183
  80 193 Hg   0.42936   0.02351  -0.50429   0.04725 136   8   7   2  0.37461  0.03951  7.342E-02   F   0             0.000
  80 194 Hg   0.44393   0.02375   0.92182   0.05175 134  11   7   3  1.97950  1.06419  3.315E-02       0             2.933
  80 195 Hg   0.46126   0.02409  -0.54115   0.05301 126  12   7   5  0.60067  0.27920  9.511E-02   F   0             2.876
  80 196 Hg   0.48147   0.02481   0.54437   0.06541  69  24   7   2  2.06435  0.42598  1.585E-02 *     0             2.863
  80 197 Hg   0.50471   0.02632  -0.63035   0.06856  61  26   7   2  1.03202  0.13396  1.863E-02 *     0             3.043
  80 198 Hg   0.53110   0.02903   0.32800   0.09090 102  48   7   6  2.36078  1.41941  1.492E-02 *     0             2.927
  80 199 Hg   0.56070   0.03324  -0.71044   0.08229  93  19   7   5  0.82388  0.41384  5.135E-02 * F   0             2.613
  80 200 Hg   0.59347   0.03902   0.11553   0.12354 139  51   7   9  2.44270  1.59342  1.497E-02 *     0             2.650
  80 201 Hg   0.62916   0.04614  -0.67271   0.12284  80  33   7   5  2.10300  0.16747  8.152E-02 * F   0             2.286
  80 202 Hg   0.66728   0.05407  -0.19302   0.16784  90  48   7   6  2.36690  1.31153  1.395E-02 *     0             2.182
  80 203 Hg   0.70688   0.06198  -0.60529   0.16876  78  33   7   1  2.22600  0.00000  4.394E-02 *     0             2.694
  80 204 Hg   0.74649   0.06868   0.13793   0.20028  83  36   7   4  2.81283  1.63576  1.690E-02 *     0             2.451
  80 205 Hg   0.78430   0.07310  -0.15995   0.15130  59   9   7   3  1.55640  0.46752  2.860E-02       0             0.000
  80 206 Hg   0.81877   0.07521   0.00000   1.00000  12   1   1   3  0.00000  2.10240                  0             0.000
  80 207 Hg   0.84835   0.07593   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  80 208 Hg   0.87149   0.07708   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  80 209 Hg   0.88680   0.08075   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  80 210 Hg   0.89325   0.08796   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  80 211 Hg   0.89028   0.09773   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  80 212 Hg   0.87794   0.10774   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  80 213 Hg   0.85683   0.11558   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  80 214 Hg   0.82809   0.11950   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  80 215 Hg   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  80 216 Hg   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  81 176 Tl   0.44898   0.02614   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  81 177 Tl   0.44041   0.02627   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  81 178 Tl   0.43209   0.02584   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  81 179 Tl   0.42428   0.02485   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  81 180 Tl   0.41711   0.02349   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  81 181 Tl   0.41067   0.02195   0.89077   0.05937  24  16  14   1  2.05800  0.00000  7.771E-02   F   0             4.864
  81 182 Tl   0.40505   0.02045   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  81 183 Tl   0.40032   0.01919   0.45982   0.05127  30  15  14   1  1.59700  0.00000  1.454E-01   F   0             4.928
  81 184 Tl   0.39658   0.01833   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  81 185 Tl   0.39391   0.01797   0.51608   0.04801  25  15  14   1  1.66580  0.00000  2.244E-01   F   0             4.838
  81 186 Tl   0.39242   0.01813   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  81 187 Tl   0.39223   0.01873   0.32138   0.05341  54  21  14   1  1.48000  0.00000  6.095E-02   F   0             4.373
  81 188 Tl   0.39348   0.01964   0.00000   1.00000  18   1   1   1  0.00000  0.00000                  0             0.000
  81 189 Tl   0.39637   0.02069   0.06662   0.05529  83  15  14   1  1.14751  0.00000  2.476E-02       0             3.319
  81 190 Tl   0.40112   0.02172  -0.60379   0.04937  25  14   7   2  0.41668  0.08300  1.182E-01   F   0             3.802
  81 191 Tl   0.40804   0.02257   0.95023   0.06034  54  15  14   2  2.07470  0.29700  4.651E-02       0             4.825
  81 192 Tl   0.41742   0.02316   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  81 193 Tl   0.42936   0.02351   0.84282   0.06285  73  15  14   2  2.01490  0.36520  2.157E-02       0             4.849
  81 194 Tl   0.44393   0.02375  -0.47323   0.05125  32  11   7   1  0.58916  0.00000  5.506E-02   F   0             2.757
  81 195 Tl   0.46126   0.02409   0.18952   0.06439  51  15  14   3  1.43470  0.48263  1.003E-02       0             3.006
  81 196 Tl   0.48147   0.02481   0.00000   1.00000  17   1   1   2  0.00000  0.19170                  0             0.000
  81 197 Tl   0.50471   0.02632   0.29423   0.07203  59  17  14   6  1.71990  1.15596  2.534E-02       0             3.136
  81 198 Tl   0.53110   0.02903  -0.59274   0.06509  81  13   7   1  0.74240  0.00000  1.074E-01   F   0             3.492
  81 199 Tl   0.56070   0.03324   0.10193   0.10065  40  29  14   2  1.98523  0.36689  2.984E-02       0             2.852
  81 200 Tl   0.59347   0.03902  -0.73190   0.08262  25  10   7   3  0.60545  0.25718  7.494E-02   F   0             1.605
  81 201 Tl   0.62916   0.04614  -0.30703   0.14550  67  33  16   3  1.96190  0.69251  1.031E-02 *     0             2.891
  81 202 Tl   0.66728   0.05407  -0.63763   0.16440  34  32  14   1  2.04480  0.00000  5.881E-02 * F   0             3.965
  81 203 Tl   0.70688   0.06198  -0.73702   0.21174 105  44  20   4  1.93520  1.04413  4.372E-03 *     0             2.148
  81 204 Tl   0.74649   0.06868  -1.42784   0.21152 124  34  14   1  1.20435  0.00000  6.833E-03 *     0             2.107
  81 205 Tl   0.78430   0.07310  -0.58975   0.24102  99  37  19   5  2.22050  1.14073  2.936E-03 *     0             2.437
  81 206 Tl   0.81877   0.07521  -0.85470   0.22805  94  30  14   5  2.07890  0.64942  1.794E-02 *     0             2.659
  81 207 Tl   0.84835   0.07593   1.16689   0.18463  45  17   7   4  3.55800  1.68258  1.179E-02 *     0             2.934
  81 208 Tl   0.87149   0.07708  -1.07640   0.22591  52  25  14   3  1.77500  0.32804  9.261E-03 *     0             3.319
  81 209 Tl   0.88680   0.08075   0.00000   1.00000   8   1   1   2  0.00000  0.32381                  0             0.000
  81 210 Tl   0.89325   0.08796   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  81 211 Tl   0.89028   0.09773   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  81 212 Tl   0.87794   0.10774   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  81 213 Tl   0.85683   0.11558   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  81 214 Tl   0.82809   0.11950   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  81 215 Tl   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  81 216 Tl   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  81 217 Tl   0.71132   0.10384   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  81 218 Tl   0.66776   0.09201   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  82 178 Pb   0.43209   0.02584   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  82 179 Pb   0.42428   0.02485   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  82 180 Pb   0.41711   0.02349   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  82 181 Pb   0.41067   0.02195   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  82 182 Pb   0.40505   0.02045   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  82 183 Pb   0.40032   0.01919   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  82 184 Pb   0.39658   0.01833   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  82 185 Pb   0.39391   0.01797   0.00000   1.00000   4   1   1   2  0.00000  0.07000                  0             0.000
  82 186 Pb   0.39242   0.01813   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  82 187 Pb   0.39223   0.01873   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  82 188 Pb   0.39348   0.01964   0.41519   0.03951  76   8   7   6  1.21890  1.06380  4.701E-02       0             0.000
  82 189 Pb   0.39637   0.02069   0.45881   0.04279  25   9   7   1  1.34011  0.00000  1.062E-01   F   0             0.000
  82 190 Pb   0.40112   0.02172   1.02513   0.04494  36   9   7   3  1.93720  0.77390  1.172E-01   F   0             0.000
  82 191 Pb   0.40804   0.02257   0.39031   0.04538  52   8   7   1  1.25690  0.00000  5.495E-02   F   0             0.000
  82 192 Pb   0.41742   0.02316   0.77027   0.04654 115   8   7   3  1.68010  0.85364  1.071E-01   F   0             0.000
  82 193 Pb   0.42936   0.02351   0.79153   0.04873 128   9   7   1  1.71590  0.00000  3.773E-02       0             0.000
  82 194 Pb   0.44393   0.02375   0.88563   0.04777 167   8   7   3  1.82000  0.96508  2.623E-02       0             0.000
  82 195 Pb   0.46126   0.02409   0.00678   0.05664  79  15   7   1  1.21280  0.00000  8.684E-02   F   0             3.233
  82 196 Pb   0.48147   0.02481   0.81961   0.05280 286  10   7   7  1.89610  1.79751  4.837E-02       0             2.253
  82 197 Pb   0.50471   0.02632  -0.00295   0.07626 143  36   7   4  1.77356  0.95204  6.380E-02   F   0             3.735
  82 198 Pb   0.53110   0.02903   0.91625   0.06948 155  16   7   2  2.36950  1.06350  2.477E-02       0             3.827
  82 199 Pb   0.56070   0.03324   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  82 200 Pb   0.59347   0.03902   0.69360   0.07851  43   8   7   4  1.90870  1.62550  3.256E-02       0             0.000
  82 201 Pb   0.62916   0.04614  -0.37633   0.09807  88  10   7   2  1.01420  0.08850  8.154E-02   F   0             2.574
  82 202 Pb   0.66728   0.05407   0.32059   0.14269  66  24   7   3  2.38682  1.38284  4.704E-02       0             3.412
  82 203 Pb   0.70688   0.06198  -0.76942   0.15550  65  20   7   4  1.26200  0.59510  3.634E-02 *     0             2.625
  82 204 Pb   0.74649   0.06868  -0.17350   0.23027 181  67   7  10  2.94558  1.68119  9.871E-03 *     0             3.213
  82 205 Pb   0.78430   0.07310  -0.72822   0.22215 213  38  10   6  2.11696  0.76143  1.502E-02 *     0             2.935
  82 206 Pb   0.81877   0.07521   0.25555   0.22228 331  40   7  10  3.40265  2.14897  1.184E-02 *     0             3.359
  82 207 Pb   0.84835   0.07593   0.70975   0.25806 233  68   7   7  4.28700  2.66248  8.841E-03 *     0             3.276
  82 208 Pb   0.87149   0.07708   1.56303   0.32902 611 187   7  13  6.10350  4.12535  5.777E-03 *     0             4.209
  82 209 Pb   0.88680   0.08075   0.32033   0.34481 222 175  13   7  4.89700  2.31593  1.855E-03 *     0             3.300
  82 210 Pb   0.89325   0.08796   0.20032   0.24287  66  30   7   5  3.31200  1.27800  1.146E-02 *     0             4.711
  82 211 Pb   0.89028   0.09773  -0.83880   0.23499  33  18   7   1  1.89900  0.00000  2.481E-02 *     0             5.022
  82 212 Pb   0.87794   0.10774   0.35606   0.23327  20  11   7   1  2.61600  0.00000  1.259E-01   F   0             0.000
  82 213 Pb   0.85683   0.11558   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  82 214 Pb   0.82809   0.11950   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  82 215 Pb   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  82 216 Pb   0.00000   0.00000   0.00000   0.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  82 217 Pb   0.71132   0.10384   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  82 218 Pb   0.66776   0.09201   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  82 219 Pb   0.62505   0.07976   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  82 220 Pb   0.58462   0.06854   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  83 184 Bi   0.39658   0.01833   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  83 185 Bi   0.39391   0.01797   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  83 186 Bi   0.39242   0.01813   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  83 187 Bi   0.39223   0.01873   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  83 188 Bi   0.39348   0.01964   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  83 189 Bi   0.39637   0.02069   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  83 190 Bi   0.40112   0.02172   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  83 191 Bi   0.40804   0.02257  -0.18561   0.06033  41  15  14   1  0.93210  0.00000  4.507E-02       0             3.471
  83 192 Bi   0.41742   0.02316   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  83 193 Bi   0.42936   0.02351  -0.15920   0.06284 139  15  14   1  1.01330  0.00000  3.159E-02       0             3.517
  83 194 Bi   0.44393   0.02375   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  83 195 Bi   0.46126   0.02409   0.00000   1.00000  12   1   1   1  0.00000  0.00000                  0             0.000
  83 196 Bi   0.48147   0.02481   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  83 197 Bi   0.50471   0.02632   1.01724   0.07205  30  17  14   1  2.42570  0.00000  3.144E-02       0             7.749
  83 198 Bi   0.53110   0.02903   0.44281   0.05842  46   8   7   1  1.51910  0.00000  6.055E-02   F   0             0.000
  83 199 Bi   0.56070   0.03324   0.02276   0.09468  43  21  14   1  1.70620  0.00000  3.222E-02       0             3.960
  83 200 Bi   0.59347   0.03902  -0.41853   0.08808  21  13   7   1  1.09901  0.00000  4.735E-02       0             3.509
  83 201 Bi   0.62916   0.04614  -0.20613   0.12486  60  16  14   3  1.50440  0.89024  4.133E-02       0             3.624
  83 202 Bi   0.66728   0.05407   0.02043   0.10851  24   8   7   1  1.49129  0.00000  1.386E-01   F   0             0.000
  83 203 Bi   0.70688   0.06198  -0.59170   0.18237  46  25  14  11  1.67270  1.24855  4.970E-02       0             4.100
  83 204 Bi   0.74649   0.06868  -1.23060   0.13725  43   8   7   5  0.33208  0.07825  3.102E-02       0             0.000
  83 205 Bi   0.78430   0.07310  -0.65397   0.21517  75  29  12   6  2.14000  1.00123  2.143E-02 *     0             4.522
  83 206 Bi   0.81877   0.07521  -1.31106   0.21868  46  24  14   2  1.38942  0.05990  1.606E-02 *     0             4.030
  83 207 Bi   0.84835   0.07593  -0.93301   0.25250  63  44  16   9  2.26500  1.24069  8.485E-03 *     0             3.885
  83 208 Bi   0.87149   0.07708  -1.05267   0.27954 241  78  14  14  2.73952  1.09506  6.919E-03 *     0             3.818
  83 209 Bi   0.88680   0.08075   0.22919   0.31776 234 132   7   5  4.53200  2.49286  8.465E-03 *     0             4.222
  83 210 Bi   0.89325   0.08796  -1.51545   0.30721 137  65  14   9  2.17725  0.55004  9.283E-03 *     0             4.668
  83 211 Bi   0.89028   0.09773  -1.47665   0.31112  63  42  12   2  1.82500  0.40487  2.552E-02 *     0             4.849
  83 212 Bi   0.87794   0.10774   0.00000   1.00000  13   1   1   2  0.00000  0.11518                  0             0.000
  83 213 Bi   0.85683   0.11558   0.00000   1.00000   5   1   1   2  0.00000  0.25787                  0             0.000
  83 214 Bi   0.82809   0.11950   0.00000   1.00000  12   1   1   1  0.00000  0.00000                  0             0.000
  83 215 Bi   0.00000   0.00000   0.00000   0.00000  11   1   1   1  0.00000  0.00000                  0             0.000
  83 216 Bi   0.00000   0.00000   0.00000   0.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  83 217 Bi   0.71132   0.10384   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  83 218 Bi   0.66776   0.09201   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  83 219 Bi   0.62505   0.07976   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  83 220 Bi   0.58462   0.06854   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  83 221 Bi   0.54731   0.05916   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  83 222 Bi   0.51355   0.05191   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  83 223 Bi   0.48346   0.04668   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  83 224 Bi   0.45700   0.04310   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  84 186 Po   0.39242   0.01813   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  84 187 Po   0.39223   0.01873   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  84 188 Po   0.39348   0.01964   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  84 189 Po   0.39637   0.02069   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  84 190 Po   0.40112   0.02172   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  84 191 Po   0.40804   0.02257   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  84 192 Po   0.41742   0.02316   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  84 193 Po   0.42936   0.02351   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
